Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x602d,20639.79,1541.9825,7,5,15,9,"Payday Loan, Auto Loan, Mortgage Loan, Auto Loan, Debt Consolidation Loan, Not Specified, Not Specified, Student Loan, and Student Loan",48,15,16.15,8,Bad,4145.87,33.061634,1 Years and 5 Months,Yes,95.62691,128.32515,Low_spent_Small_value_payments,220.24619,2023-04-01
CUS_0x612f,34775.16,3048.93,7,9,25,5,"Auto Loan, Mortgage Loan, Auto Loan, Payday Loan, and Not Specified",24,18,17.16,11,Bad,3003.45,36.219032,13 Years and 8 Months,Yes,126.59682,48.994156,High_spent_Medium_value_payments,379.30203,2023-04-01
CUS_0x61ba,71111.1,6113.925,8,6,14,2,"Personal Loan, and Personal Loan",26,15,12.14,9,Standard,1085.48,27.125298,10 Years and 8 Months,Yes,80.10439,53.726147,!@9#%8,717.56195,2023-04-01
CUS_0x61d1,16562.01,1240.1675,7,7,24,2,"Not Specified, and Credit-Builder Loan",20,14,23.04,11,Standard,2577.29,23.584457,20 Years and 6 Months,Yes,25.549498,110.006935,Low_spent_Large_value_payments,258.46033,2023-04-01
CUS_0x61e3,86776.59,7154.3823,8,7,16,3,"Student Loan, Mortgage Loan, and Debt Consolidation Loan",14,10,11.95,1,Standard,638.99,33.105995,24 Years and 0 Months,No,128.30785,421.57062,Low_spent_Medium_value_payments,445.55978,2023-04-01
CUS_0x6250,57986.32,4740.1934,3,5,2,3,"Mortgage Loan, Personal Loan, and Not Specified",5,7,1.36,2,Good,222.83,37.56149,26 Years and 4 Months,No,132.96735,359.39023,Low_spent_Small_value_payments,271.66177,2023-04-01
CUS_0x631f,15270.77,1219.5642,10,9,31,6,"Debt Consolidation Loan, Student Loan, Payday Loan, Payday Loan, Payday Loan, and Payday Loan",45,22,4.46,8,Bad,2576.05,27.660492,6 Years and 3 Months,Yes,52.501743,110.23238,High_spent_Small_value_payments,304.836,2023-04-01
CUS_0x6420,19077.25,1371.6842,10,8,28,6,"Credit-Builder Loan, Mortgage Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, and Personal Loan",51,19,7.6,11,Bad,3851.38,26.697212,11 Years and 10 Months,NM,135.04546,92.17536,Low_spent_Large_value_payments,266.94284,2023-04-01
CUS_0x6566,62155.02,4965.585,8,4,16,2,"Credit-Builder Loan, and Not Specified",8,5,19.31,12,Standard,1162.48,41.655895,11 Years and 5 Months,NM,72.024284,82.1635,High_spent_Medium_value_payments,592.3707,2023-04-01
CUS_0x667d,18413.13,1283.4275,7,9,18,2,"Auto Loan, and Personal Loan",40,16,10.09,12,Bad,2063.45,29.722416,13 Years and 11 Months,Yes,16.316202,91.96234,Low_spent_Medium_value_payments,300.0642,2023-04-01
CUS_0x6801,61224.33,4862.0273,4,5,12,1,Home Equity Loan,29,9,12.65,5,Standard,707.43,26.986263,17 Years and 3 Months,Yes,38.30981,206.24297,High_spent_Medium_value_payments,491.64996,2023-04-01
CUS_0x6846,16183.75,1393.6459,7,4,17,2,"Debt Consolidation Loan, and Credit-Builder Loan",21,18,9.78,7,Standard,1868.92,29.321583,14 Years and 4 Months,Yes,24.57073,107.25593,Low_spent_Medium_value_payments,287.53793,2023-04-01
CUS_0x68cd,9336.935,887.07794,6,6,25,7,"Credit-Builder Loan, Student Loan, Payday Loan, Home Equity Loan, Auto Loan, Credit-Builder Loan, and Not Specified",38,24,15.72,14,Bad,3572.04,32.97999,14 Years and 5 Months,Yes,40.177513,54.32277,Low_spent_Small_value_payments,284.20752,2023-04-01
CUS_0x68ce,19019.1,1637.925,5,3,8,4,"Not Specified, Debt Consolidation Loan, Student Loan, and Credit-Builder Loan",10,15,7.79,4,Good,878.69,40.231182,17 Years and 9 Months,No,38.837685,99.54182,!@9#%8,315.413,2023-04-01
CUS_0x68d8,19784.23,1866.6858,7,9,19,5,"Mortgage Loan, Payday Loan, Payday Loan, Student Loan, and Home Equity Loan",53,16,3.63,16,Bad,1268.96,24.178982,17 Years and 11 Months,Yes,66.81748,16.446423,High_spent_Large_value_payments,343.4047,2023-04-01
CUS_0x697f,62148.0,4949.0,9,7,24,5,"Mortgage Loan, Personal Loan, Payday Loan, Personal Loan, and Home Equity Loan",56,27,9.39,12,Bad,2373.61,28.587543,16 Years and 11 Months,Yes,258.84885,174.02086,!@9#%8,322.03027,2023-04-01
CUS_0x6985,15905.25,1075.4375,5,4,34,7,"Not Specified, Student Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Not Specified, and Payday Loan",24,20,17.51,10,Standard,2223.59,24.892824,19 Years and 6 Months,Yes,49.586113,54.690575,Low_spent_Small_value_payments,293.26706,2023-04-01
CUS_0x699d,73431.2,6296.2666,3,7,9,4,"Student Loan, Not Specified, Auto Loan, and Student Loan",15,12,16.44,8,Standard,1965.63,39.142654,6 Years and 8 Months,Yes,200.30524,211.84883,High_spent_Medium_value_payments,467.4726,2023-04-01
CUS_0x69bb,20940.02,1931.0017,9,10,15,5,"Auto Loan, Mortgage Loan, Auto Loan, Auto Loan, and Mortgage Loan",54,20,1.24,7,Bad,2554.48,27.593822,8 Years and 9 Months,Yes,47.163967,65.06973,Low_spent_Medium_value_payments,360.86646,2023-04-01
CUS_0x6a1b,30788.44,2623.7034,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20,21.73,9,Bad,3470.08,38.25442,1 Years and 8 Months,Yes,114.53302,242.53235,!@9#%8,195.30496,2023-04-01
CUS_0x6aa1,79760.4,6927.7,5,6,9,2,"Debt Consolidation Loan, and Not Specified",17,17,12.29,9,Standard,2406.19,33.805958,19 Years and 6 Months,Yes,115.193405,126.59542,High_spent_Medium_value_payments,700.9812,2023-04-01
CUS_0x6b6a,29249.41,2247.451,8,4,12,3,"Debt Consolidation Loan, Not Specified, and Not Specified",26,11,11.76,7,Standard,439.34,22.225729,11 Years and 11 Months,Yes,66.78069,197.60988,!@9#%8,240.3545,2023-04-01
CUS_0x6b79,33656.12,2821.6768,9,8,27,8,"Student Loan, Mortgage Loan, Debt Consolidation Loan, Payday Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Payday Loan",50,25,6.42,9,Bad,2181.98,34.52151,15 Years and 9 Months,NM,215.35266,111.68991,!@9#%8,235.12509,2023-04-01
CUS_0x6c66,8701.545,519.1287,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",23,9,8.86,9,Standard,2602.69,28.815536,9 Years and 6 Months,NM,36.5482,30.471806,Low_spent_Small_value_payments,264.77206,2023-04-01
CUS_0x6deb,44986.07,3957.839,3,3,4,2,"Personal Loan, and Debt Consolidation Loan",3,13,11.37,5,Good,1162.52,39.07005,28 Years and 10 Months,No,63.751705,143.58118,Low_spent_Small_value_payments,478.45105,2023-04-01
CUS_0x6ead,69102.09,6027.5073,8,3,15,1,Payday Loan,10,15,18.85,5,Standard,106.97,29.51043,20 Years and 9 Months,NM,45.60575,88.35885,High_spent_Large_value_payments,708.78613,2023-04-01
CUS_0x6f9b,31568.54,2785.7117,7,3,10,2,"Personal Loan, and Auto Loan",6,10,3.21,3,Standard,1044.92,38.765522,18 Years and 10 Months,No,45.787098,91.266266,High_spent_Small_value_payments,401.5178,2023-04-01
CUS_0x706d,62030.64,4883.22,3,9,25,3,"Home Equity Loan, Credit-Builder Loan, and Payday Loan",28,15,18.48,15,Standard,1705.93,28.715178,19 Years and 10 Months,Yes,107.02855,102.00153,High_spent_Small_value_payments,539.29193,2023-04-01
CUS_0x70c5,38978.06,3306.1716,6,7,11,3,"Credit-Builder Loan, Student Loan, and Student Loan",29,8,10.53,1,Standard,894.15,36.795135,33 Years and 0 Months,No,79.45093,271.48328,Low_spent_Small_value_payments,269.68295,2023-04-01
CUS_0x70ee,20871.42,1522.285,2,2,2,3,"Mortgage Loan, Home Equity Loan, and Payday Loan",13,2,9.87,4,Good,1177.09,26.002659,17 Years and 6 Months,No,51.128517,35.448814,High_spent_Small_value_payments,325.65115,2023-04-01
CUS_0x75ee,44328.22,3710.0183,4,6,1,4,"Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, and Personal Loan",2,4,7.7,2,Good,616.4,25.181187,29 Years and 10 Months,No,84.307655,47.85121,High_spent_Medium_value_payments,488.84296,2023-04-01
CUS_0x76a6,47817.32,3814.7766,3,6,13,1,Personal Loan,7,12,10.67,4,Standard,180.53,35.703197,23 Years and 9 Months,Yes,38.928158,40.73473,High_spent_Large_value_payments,541.81476,2023-04-01
CUS_0x77de,24376.73,1926.3942,7,4,9,1,Mortgage Loan,24,8,8.9,6,Standard,1125.3,33.347305,16 Years and 10 Months,Yes,18.30519,134.42139,Low_spent_Large_value_payments,309.91284,2023-04-01
CUS_0x7830,29343.05,2701.2542,3,4,10,4,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, and Payday Loan",6,10,17.55,4,Standard,590.65,38.264668,12 Years and 11 Months,Yes,79.494354,158.31404,High_spent_Small_value_payments,292.31702,2023-04-01
CUS_0x78af,88827.54,7199.295,5,5,7,4,"Mortgage Loan, Mortgage Loan, Auto Loan, and Payday Loan",12,13,15.78,4,Standard,512.09,36.21142,11 Years and 9 Months,Yes,277.0436,83.9011,High_spent_Large_value_payments,598.9848,2023-04-01
CUS_0x7992,16604.27,1162.6892,5,5,14,3,"Debt Consolidation Loan, Not Specified, and Mortgage Loan",9,5,19.56,8,Standard,888.66,23.945856,14 Years and 0 Months,Yes,27.589594,13.3762245,High_spent_Large_value_payments,315.3031,2023-04-01
CUS_0x7a21,19338.48,1633.54,4,7,30,6,"Mortgage Loan, Student Loan, Not Specified, Student Loan, Credit-Builder Loan, and Credit-Builder Loan",30,10,11.84,7,Standard,1692.81,23.763657,19 Years and 11 Months,Yes,50.406776,32.475452,!@9#%8,330.47177,2023-04-01
CUS_0x7ab1,23520.69,1746.0575,7,7,6,7,"Auto Loan, Student Loan, Mortgage Loan, Payday Loan, Personal Loan, Debt Consolidation Loan, and Payday Loan",31,10,8.21,6,Standard,1235.31,40.414986,10 Years and 4 Months,Yes,85.37459,33.706226,High_spent_Large_value_payments,295.52493,2023-04-01
CUS_0x7b72,9754.75,526.8958,7,6,21,6,"Payday Loan, Payday Loan, Home Equity Loan, Home Equity Loan, Home Equity Loan, and Credit-Builder Loan",28,16,16.11,10,Bad,4074.72,26.858887,4 Years and 0 Months,Yes,42.732307,18.867998,High_spent_Small_value_payments,251.08928,2023-04-01
CUS_0x7b8a,16232.14,1496.6783,5,7,25,2,"Personal Loan, and Auto Loan",22,19,19.15,12,Standard,2446.43,36.345592,6 Years and 2 Months,Yes,14.977683,160.20018,Low_spent_Small_value_payments,229.03212,2023-04-01
CUS_0x7c59,36298.36,2842.8633,3,4,9,2,"Personal Loan, and Mortgage Loan",10,10,4.38,6,Good,1044.75,35.334858,29 Years and 8 Months,No,42.79523,63.281944,High_spent_Large_value_payments,418.20917,2023-04-01
CUS_0x7c84,31615.0,2657.5833,7,4,5,4,"Home Equity Loan, Payday Loan, Payday Loan, and Personal Loan",12,10,15.31,7,Standard,330.21,31.583548,19 Years and 9 Months,Yes,66.63489,252.9059,Low_spent_Small_value_payments,236.21754,2023-04-01
CUS_0x7cc7,54052.82,4777.402,4,6,11,3,"Mortgage Loan, Home Equity Loan, and Mortgage Loan",6,16,13.75,4,Standard,281.77,30.008102,26 Years and 4 Months,Yes,130.84338,489.10568,Low_spent_Small_value_payments,147.79109,2023-04-01
CUS_0x7fa,46563.27,3750.2725,7,7,33,2,"Credit-Builder Loan, and Personal Loan",22,24,10.45,7,Bad,2390.74,34.83519,11 Years and 9 Months,NM,64.733055,124.81654,High_spent_Medium_value_payments,435.47766,2023-04-01
CUS_0x8046,17572.15,1575.3458,3,5,18,4,"Not Specified, Credit-Builder Loan, Student Loan, and Student Loan",22,10,15.71,4,Standard,116.02,27.204012,17 Years and 8 Months,Yes,37.222588,184.62503,Low_spent_Small_value_payments,225.68698,2023-04-01
CUS_0x8142,31156.18,2468.3484,7,4,15,5,"Not Specified, Not Specified, Auto Loan, Mortgage Loan, and Student Loan",5,12,19.65,7,Standard,159.08,25.20619,18 Years and 11 Months,Yes,113.901184,43.92786,High_spent_Large_value_payments,329.0058,2023-04-01
CUS_0x81c3,66429.24,5413.77,4,3,12,3,"Debt Consolidation Loan, Home Equity Loan, and Auto Loan",14,12,8.86,2,Good,1169.57,30.246538,32 Years and 5 Months,No,160.17653,225.93773,High_spent_Medium_value_payments,405.26276,2023-04-01
CUS_0x8239,84402.42,7044.535,3,3,4,3,"Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",12,2,1.17,0,Good,969.98,38.089897,33 Years and 0 Months,NM,176.05847,265.20712,Low_spent_Medium_value_payments,543.1879,2023-04-01
CUS_0x825d,34640.23,2897.6858,6,4,10,1,Credit-Builder Loan,15,10,13.1,2,Standard,714.2,35.0757,22 Years and 8 Months,Yes,26.838083,239.71732,Low_spent_Medium_value_payments,303.2132,2023-04-01
CUS_0x83fb,11687.925,1212.9938,3,4,11,3,"Not Specified, Home Equity Loan, and Student Loan",30,20,17.43,6,Standard,991.78,32.443504,10 Years and 8 Months,Yes,18.079063,58.54462,!@9#%8,304.6757,2023-04-01
CUS_0x854c,32434.64,2601.8867,7,5,33,2,"Payday Loan, and Student Loan",18,13,11.78,11,Standard,2620.89,25.3114,10 Years and 2 Months,Yes,52.36291,91.66899,Low_spent_Large_value_payments,306.54474,2023-04-01
CUS_0x878,39130.84,3421.9033,0,4,5,4,"Mortgage Loan, Home Equity Loan, Personal Loan, and Credit-Builder Loan",14,2,0.77,2,Good,218.9,36.672844,25 Years and 10 Months,No,88.32887,188.16238,High_spent_Small_value_payments,325.69907,2023-04-01
CUS_0x87f9,20397.855,1690.8213,1,3,8,1,Payday Loan,18,3,5.04,6,Good,961.39,38.31692,22 Years and 4 Months,No,9.816434,97.59242,Low_spent_Medium_value_payments,341.67328,2023-04-01
CUS_0x8bdf,9857.29,849.44086,5,5,20,2,"Student Loan, and Auto Loan",10,18,9.39,1,Standard,85.92,22.74982,18 Years and 9 Months,No,16.171593,98.875854,Low_spent_Small_value_payments,259.89664,2023-04-01
CUS_0x8cd9,96141.48,8047.79,6,4,12,4,"Debt Consolidation Loan, Personal Loan, Debt Consolidation Loan, and Payday Loan",23,9,18.95,5,Standard,1084.42,40.216496,19 Years and 10 Months,Yes,243.62875,68.429016,High_spent_Large_value_payments,732.72125,2023-04-01
CUS_0x8d5d,49965.21,4423.7676,7,6,17,9,"Personal Loan, Payday Loan, Auto Loan, Personal Loan, Credit-Builder Loan, Student Loan, Auto Loan, Personal Loan, and Not Specified",50,15,22.75,9,Bad,3849.44,29.747402,4 Years and 5 Months,Yes,319.04187,214.14287,Low_spent_Medium_value_payments,189.19202,2023-04-01
CUS_0x8e5a,57818.72,4864.2266,7,7,21,2,"Student Loan, and Credit-Builder Loan",56,16,4.09,12,Bad,2348.77,37.882656,14 Years and 6 Months,Yes,73.70957,395.13623,Low_spent_Small_value_payments,307.57687,2023-04-01
CUS_0x8eb8,39309.84,3276.82,6,4,16,1,Not Specified,8,11,11.07,6,Standard,1429.96,24.95137,23 Years and 3 Months,No,25.77871,135.79893,High_spent_Medium_value_payments,416.10434,2023-04-01
CUS_0x902b,66571.1,5511.592,2,1,2,3,"Credit-Builder Loan, Credit-Builder Loan, and Debt Consolidation Loan",1,12,10.62,0,Good,1354.15,31.254658,16 Years and 3 Months,No,86.952034,336.16034,Low_spent_Large_value_payments,398.04678,2023-04-01
CUS_0x91ca,32361.61,2604.8008,4,3,19,2,"Home Equity Loan, and Debt Consolidation Loan",15,13,17.07,12,Standard,1171.75,38.09158,15 Years and 3 Months,Yes,34.356934,214.22966,Low_spent_Small_value_payments,301.8935,2023-04-01
CUS_0x91ed,18008.65,1601.7208,3,4,8,3,"Auto Loan, Not Specified, and Not Specified",21,10,3.71,6,Standard,794.29,38.115723,25 Years and 11 Months,No,39.19348,143.3316,Low_spent_Small_value_payments,267.647,2023-04-01
CUS_0x922f,30243.64,2743.3032,10,7,23,6,"Payday Loan, Student Loan, Credit-Builder Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",15,17,2.32,15,Bad,2027.23,35.55671,15 Years and 5 Months,NM,85.88494,42.07894,!@9#%8,386.36646,2023-04-01
CUS_0x932c,15968.78,1499.7317,8,7,8,6,"Home Equity Loan, Auto Loan, Not Specified, Mortgage Loan, Not Specified, and Personal Loan",10,20,15.43,10,Standard,279.78,38.81592,16 Years and 9 Months,NM,41.78675,193.21191,Low_spent_Small_value_payments,204.9745,2023-04-01
CUS_0x94dd,23107.74,1983.645,4,4,10,1,Debt Consolidation Loan,7,19,12.45,7,Standard,859.23,29.188728,28 Years and 4 Months,Yes,17.60356,76.95474,Low_spent_Large_value_payments,373.8062,2023-04-01
CUS_0x958a,39843.14,3401.2617,6,3,10,3,"Debt Consolidation Loan, Mortgage Loan, and Credit-Builder Loan",25,12,1.59,2,Standard,461.36,26.326324,17 Years and 10 Months,No,83.78711,29.448185,High_spent_Large_value_payments,466.89087,2023-04-01
CUS_0x963,20522.13,1462.1775,4,5,5,3,"Personal Loan, Student Loan, and Not Specified",26,13,9.19,12,Standard,233.67,39.756027,19 Years and 0 Months,Yes,36.339943,160.14857,Low_spent_Small_value_payments,239.72923,2023-04-01
CUS_0x9760,32710.62,2543.5786,7,3,14,1,Debt Consolidation Loan,13,13,18.35,4,Standard,432.67,35.02721,22 Years and 0 Months,Yes,312.63498,173.56134,Low_spent_Small_value_payments,379.6986,2023-04-01
CUS_0x9784,16808.32,1276.6934,0,7,10,2,"Home Equity Loan, and Mortgage Loan",15,0,8.67,3,Good,582.3,37.449318,17 Years and 4 Months,No,18.789637,76.69982,Low_spent_Large_value_payments,302.17987,2023-04-01
CUS_0x97ef,9339.455,924.2879,9,6,28,7,"Personal Loan, Not Specified, Not Specified, Personal Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",35,22,15.56,9,Bad,2637.94,29.794178,3 Years and 9 Months,Yes,46.685867,23.044092,!@9#%8,272.69882,2023-04-01
CUS_0x989e,19047.38,1430.2816,6,8,26,6,"Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, and Student Loan",49,19,29.54,8,Bad,2932.27,28.210226,2 Years and 10 Months,Yes,55.99002,26.558369,High_spent_Large_value_payments,300.47977,2023-04-01
CUS_0x9998,21639.39,1633.2825,3,4,7,1,Mortgage Loan,21,15,9.71,7,Standard,1066.41,28.90575,23 Years and 8 Months,Yes,12.131866,139.81042,Low_spent_Medium_value_payments,291.38596,2023-04-01
CUS_0x9a1d,7493.29,827.44086,5,5,5,6,"Not Specified, Payday Loan, Payday Loan, Payday Loan, Personal Loan, and Mortgage Loan",8,17,12.67,12,Standard,2179.63,30.511238,13 Years and 3 Months,Yes,25.891052,103.25831,Low_spent_Small_value_payments,243.59473,2023-04-01
CUS_0x9c2,38721.76,3104.8132,10,6,23,2,"Home Equity Loan, and Home Equity Loan",35,21,7.26,11,Bad,2443.51,38.922894,18 Years and 5 Months,Yes,41.164303,160.73389,High_spent_Small_value_payments,368.58313,2023-04-01
CUS_0x9c49,66092.25,5563.6875,4,3,16,4,"Personal Loan, Mortgage Loan, Auto Loan, and Auto Loan",28,11,8.93,5,Standard,1209.6,37.540478,9 Years and 10 Months,Yes,150.01054,62.12339,High_spent_Medium_value_payments,594.2348,2023-04-01
CUS_0x9c66,11967.245,726.27045,8,6,15,3,"Credit-Builder Loan, Mortgage Loan, and Debt Consolidation Loan",10,7,16.54,4,Standard,1301.16,27.44931,20 Years and 2 Months,Yes,18.480988,29.192438,Low_spent_Small_value_payments,314.9536,2023-04-01
CUS_0x9d51,15361.995,1414.1663,8,6,10,5,"Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Personal Loan, and Student Loan",11,23,13.35,11,Standard,440.92,29.912006,10 Years and 6 Months,Yes,51.743256,124.81891,Low_spent_Small_value_payments,254.85446,2023-04-01
CUS_0x9e21,62168.04,5224.67,3,6,13,4,"Home Equity Loan, Personal Loan, Auto Loan, and Mortgage Loan",12,16,11.46,4,Standard,135.72,28.430382,16 Years and 4 Months,NM,177.21419,323.72342,Low_spent_Large_value_payments,291.52942,2023-04-01
CUS_0x9fb1,36372.21,3269.0176,5,4,5,4,"Auto Loan, Auto Loan, Home Equity Loan, and Student Loan",4,8,11.78,5,Good,1455.94,23.01413,26 Years and 9 Months,No,105.79737,76.697014,High_spent_Medium_value_payments,394.40738,2023-04-01
CUS_0xa066,72279.4,6295.283,7,6,23,7,"Not Specified, Personal Loan, Payday Loan, Not Specified, Auto Loan, Not Specified, and Payday Loan",16,11,7.22,6,Standard,1273.09,30.511873,14 Years and 5 Months,Yes,282.54456,462.2925,Low_spent_Medium_value_payments,164.69128,2023-04-01
CUS_0xa3c,14168.2,1054.6833,8,8,28,8,"Home Equity Loan, Payday Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, Home Equity Loan, Home Equity Loan, and Payday Loan",24,19,23.65,12,Bad,3457.78,24.669085,7 Years and 6 Months,Yes,91.845406,140.89908,Low_spent_Small_value_payments,162.72385,2023-04-01
CUS_0xa3f,38840.66,3442.7217,8,5,30,4,"Mortgage Loan, Student Loan, Auto Loan, and Credit-Builder Loan",61,23,3.17,10,Bad,2529.34,35.603962,17 Years and 2 Months,Yes,125.99165,93.99728,Low_spent_Large_value_payments,394.28323,2023-04-01
CUS_0xa437,54811.56,4510.63,4,5,11,6,"Home Equity Loan, Credit-Builder Loan, Payday Loan, Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",28,11,11.74,8,Standard,2170.62,29.921816,19 Years and 2 Months,Yes,171.3414,348.95636,Low_spent_Large_value_payments,200.76524,2023-04-01
CUS_0xa525,63407.82,5052.985,1,3,4,4,"Debt Consolidation Loan, Auto Loan, Auto Loan, and Student Loan",4,2,6.32,4,Good,768.25,29.335245,19 Years and 8 Months,No,181.63939,198.54381,Low_spent_Small_value_payments,415.1153,2023-04-01
CUS_0xa52e,7079.32,668.94336,9,9,19,7,"Not Specified, Auto Loan, Debt Consolidation Loan, Payday Loan, Student Loan, Not Specified, and Home Equity Loan",56,19,27.26,13,Bad,3189.7,41.359974,14 Years and 6 Months,Yes,35.851032,33.757526,Low_spent_Medium_value_payments,277.28577,2023-04-01
CUS_0xa682,22933.45,1873.1208,8,7,19,4,"Credit-Builder Loan, Mortgage Loan, Personal Loan, and Auto Loan",30,11,6.52,4,Standard,328.94,35.241634,20 Years and 5 Months,Yes,38.756004,70.9728,High_spent_Medium_value_payments,327.58328,2023-04-01
CUS_0xa6a,49657.92,4193.16,8,5,27,5,"Home Equity Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",31,20,19.59,12,Bad,3469.9,37.065315,2 Years and 8 Months,Yes,187.02513,108.316635,High_spent_Medium_value_payments,373.97424,2023-04-01
CUS_0xa910,17689.64,1286.1367,7,6,25,7,"Mortgage Loan, Personal Loan, Auto Loan, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",29,19,18.25,8,Bad,3783.14,37.156845,6 Years and 0 Months,Yes,96.06048,56.953896,Low_spent_Large_value_payments,245.59929,2023-04-01
CUS_0xaa4,36760.86,2967.405,6,5,17,5,"Not Specified, Debt Consolidation Loan, Not Specified, Not Specified, and Home Equity Loan",16,17,21.76,12,Bad,3596.56,31.08243,13 Years and 10 Months,NM,151.63542,239.63634,Low_spent_Small_value_payments,195.46873,2023-04-01
CUS_0xaabb,8265.3,827.775,7,10,18,6,"Payday Loan, Personal Loan, Personal Loan, Mortgage Loan, Debt Consolidation Loan, and Not Specified",40,15,15.5,14,Standard,2256.44,25.447762,5 Years and 11 Months,Yes,35.49897,50.52873,Low_spent_Small_value_payments,286.7498,2023-04-01
CUS_0xab32,38873.66,3239.4717,10,5,16,7,"Personal Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Not Specified, Auto Loan, and Auto Loan",39,18,14.54,9,Bad,3373.85,28.08966,12 Years and 2 Months,Yes,225.6107,44.151585,High_spent_Medium_value_payments,304.18488,2023-04-01
CUS_0xabea,14243.975,1174.9979,6,5,11,2,"Credit-Builder Loan, and Credit-Builder Loan",26,10,14.73,8,Standard,1480.12,28.59457,12 Years and 3 Months,Yes,14.281901,121.4357,Low_spent_Medium_value_payments,261.7822,2023-04-01
CUS_0xac20,49178.48,3972.2068,8,4,9,4,"Payday Loan, Student Loan, Personal Loan, and Debt Consolidation Loan",14,16,17.98,1,Standard,1484.58,26.926828,26 Years and 9 Months,Yes,116.01945,236.20103,High_spent_Small_value_payments,305.00018,2023-04-01
CUS_0xac58,37769.92,3175.4934,7,4,18,6,"Mortgage Loan, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, and Credit-Builder Loan",26,15,14.61,12,Standard,196.13,32.03639,6 Years and 9 Months,Yes,164.41724,185.05196,Low_spent_Large_value_payments,238.08014,2023-04-01
CUS_0xadad,92186.19,7487.1826,1,2,12,4,"Personal Loan, Auto Loan, Not Specified, and Personal Loan",1,0,9.74,4,Good,809.01,39.54313,20 Years and 9 Months,No,185.79765,115.52004,High_spent_Medium_value_payments,697.4006,2023-04-01
CUS_0xae70,67942.9,5857.908,5,3,19,6,"Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, and Student Loan",12,18,11.98,5,Standard,1012.18,33.27189,14 Years and 6 Months,Yes,236.51617,82.457565,High_spent_Medium_value_payments,516.8171,2023-04-01
CUS_0xaf14,38840.78,3431.7317,4,7,21,2,"Home Equity Loan, and Personal Loan",12,9,16.72,9,Standard,1442.28,35.06967,5 Years and 10 Months,Yes,42.32512,83.91951,High_spent_Medium_value_payments,466.92853,2023-04-01
CUS_0xafcd,66679.56,5522.63,4,3,18,2,"Debt Consolidation Loan, and Auto Loan",17,5,9.75,2,Standard,467.64,27.604492,20 Years and 3 Months,Yes,74.062485,139.44742,Low_spent_Large_value_payments,333.70505,2023-04-01
CUS_0xb121,73773.48,6307.79,3,6,11,5,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Student Loan, and Student Loan",3,13,16.25,7,Standard,2380.66,27.393112,10 Years and 0 Months,Yes,256.22552,140.8021,High_spent_Large_value_payments,473.75137,2023-04-01
CUS_0xb32a,75069.09,6382.7573,7,6,5,3,"Student Loan, Debt Consolidation Loan, and Payday Loan",11,15,0.9,7,Good,1088.9,26.623285,16 Years and 5 Months,NM,124.65066,445.04626,Low_spent_Medium_value_payments,348.57883,2023-04-01
CUS_0xb33a,16360.215,1410.3512,3,6,18,4,"Auto Loan, Credit-Builder Loan, Not Specified, and Not Specified",22,9,15.52,9,Standard,453.29,39.511158,27 Years and 10 Months,Yes,38.79656,96.627945,Low_spent_Medium_value_payments,285.61063,2023-04-01
CUS_0xb499,33381.68,2482.8066,8,3,8,5,"Credit-Builder Loan, Auto Loan, Student Loan, Debt Consolidation Loan, and Payday Loan",6,19,17.94,7,Standard,1403.84,25.718216,11 Years and 9 Months,Yes,114.72755,162.1035,Low_spent_Large_value_payments,241.44962,2023-04-01
